"BehaviorSpace results (NetLogo 5.2.0)"
"Ant2.nlogo"
"Unit1BegExp1"
"07/18/2015 16:44:55:293 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","population","max-step-size","max-turn-angle","[step]","ticks"
"1902","50","4","120","361","361"
"1904","50","4","120","286","286"
"1903","50","4","120","294","294"
"1905","50","4","120","248","248"
"1906","50","4","120","296","296"
"1907","50","4","120","314","314"
"1909","50","4","120","225","225"
"1908","50","4","120","257","257"
"1910","50","4","120","330","330"
"1911","50","4","120","375","375"
"1912","50","4","120","391","391"
"1914","50","4","120","304","304"
"1913","50","4","120","328","328"
"1915","50","4","120","253","253"
"1916","50","4","120","296","296"
"1917","50","4","120","246","246"
"1919","50","4","120","311","311"
"1918","50","4","120","222","222"
"1920","50","4","120","312","312"
"1921","50","4","120","253","253"
"1922","50","4","120","267","267"
"1923","50","4","120","277","277"
"1924","50","4","120","290","290"
"1926","50","4","120","338","338"
"1925","50","4","120","322","322"
"1927","50","4","120","316","316"
"1928","50","4","120","239","239"
"1929","50","4","120","232","232"
"1931","50","4","120","331","331"
"1930","50","4","120","334","334"
"1932","50","4","120","228","228"
"1933","50","4","120","268","268"
"1934","50","4","120","291","291"
"1935","50","4","120","283","283"
"1936","50","4","120","356","356"
"1937","50","4","120","292","292"
"1938","50","4","120","250","250"
"1940","50","4","120","491","491"
"1939","50","4","120","251","251"
"1941","50","4","120","287","287"
"1943","50","4","120","321","321"
"1942","50","4","120","363","363"
"1944","50","4","120","372","372"
"1946","50","4","120","275","275"
"1945","50","4","120","247","247"
"1947","50","4","120","234","234"
"1949","50","4","120","276","276"
"1948","50","4","120","275","275"
"1950","50","4","120","260","260"
"1952","50","4","120","235","235"
"1951","50","4","120","309","309"
"1953","50","4","120","253","253"
"1954","50","4","120","280","280"
"1955","50","4","120","372","372"
"1957","50","4","120","295","295"
"1956","50","4","120","358","358"
"1958","50","4","120","360","360"
"1960","50","4","120","304","304"
"1959","50","4","120","298","298"
"1961","50","4","120","452","452"
"1963","50","4","120","425","425"
"1962","50","4","120","291","291"
"1964","50","4","120","297","297"
"1965","50","4","120","287","287"
"1967","50","4","120","276","276"
"1966","50","4","120","445","445"
"1968","50","4","120","247","247"
"1969","50","4","120","274","274"
"1971","50","4","120","324","324"
"1970","50","4","120","260","260"
"1972","50","4","120","230","230"
"1974","50","4","120","300","300"
"1973","50","4","120","287","287"
"1975","50","4","120","399","399"
"1977","50","4","120","238","238"
"1976","50","4","120","332","332"
"1978","50","4","120","313","313"
"1979","50","4","120","271","271"
"1980","50","4","120","266","266"
"1981","50","4","120","268","268"
"1982","50","4","120","304","304"
"1984","50","4","120","255","255"
"1983","50","4","120","410","410"
"1985","50","4","120","248","248"
"1987","50","4","120","354","354"
"1986","50","4","120","284","284"
"1988","50","4","120","440","440"
"1989","50","4","120","257","257"
"1990","50","4","120","289","289"
"1991","50","4","120","240","240"
"1992","50","4","120","406","406"
"1993","50","4","120","312","312"
"1994","50","4","120","376","376"
"1995","50","4","120","300","300"
"1996","50","4","120","489","489"
"1997","50","4","120","287","287"
"1998","50","4","120","311","311"
"1999","50","4","120","322","322"
"2000","50","4","120","264","264"
"2001","50","8","60","509","509"
"2002","50","8","60","472","472"
"2003","50","8","60","584","584"
"2004","50","8","60","849","849"
"2005","50","8","60","575","575"
"2006","50","8","60","694","694"
"2007","50","8","60","601","601"
"2008","50","8","60","636","636"
"2009","50","8","60","678","678"
"2010","50","8","60","801","801"
"2012","50","8","60","541","541"
"2011","50","8","60","577","577"
"2013","50","8","60","657","657"
"2014","50","8","60","515","515"
"2015","50","8","60","464","464"
"2016","50","8","60","560","560"
"2017","50","8","60","825","825"
"2018","50","8","60","601","601"
"2019","50","8","60","835","835"
"2020","50","8","60","652","652"
"2021","50","8","60","950","950"
"2022","50","8","60","566","566"
"2023","50","8","60","558","558"
"2024","50","8","60","694","694"
"2025","50","8","60","585","585"
"2027","50","8","60","540","540"
"2026","50","8","60","659","659"
"2028","50","8","60","462","462"
"2029","50","8","60","442","442"
"2030","50","8","60","530","530"
"2032","50","8","60","682","682"
"2031","50","8","60","614","614"
"2033","50","8","60","509","509"
"2034","50","8","60","599","599"
"2035","50","8","60","868","868"
"2036","50","8","60","551","551"
"2037","50","8","60","746","746"
"2038","50","8","60","683","683"
"2039","50","8","60","540","540"
"2041","50","8","60","570","570"
"2040","50","8","60","717","717"
"2042","50","8","60","774","774"
"2043","50","8","60","514","514"
"2045","50","8","60","498","498"
"2044","50","8","60","706","706"
"2046","50","8","60","517","517"
"2047","50","8","60","549","549"
"2048","50","8","60","509","509"
"2049","50","8","60","589","589"
"2050","50","8","60","473","473"
"2051","50","8","60","656","656"
"2053","50","8","60","601","601"
"2052","50","8","60","694","694"
"2054","50","8","60","645","645"
"2055","50","8","60","524","524"
"2056","50","8","60","469","469"
"2058","50","8","60","474","474"
"2057","50","8","60","475","475"
"2059","50","8","60","502","502"
"2060","50","8","60","564","564"
"2061","50","8","60","472","472"
"2063","50","8","60","529","529"
"2062","50","8","60","577","577"
"2064","50","8","60","489","489"
"2065","50","8","60","625","625"
"2066","50","8","60","697","697"
"2068","50","8","60","574","574"
"2067","50","8","60","672","672"
"2069","50","8","60","605","605"
"2070","50","8","60","551","551"
"2071","50","8","60","523","523"
"2073","50","8","60","571","571"
"2072","50","8","60","652","652"
"2074","50","8","60","605","605"
"2075","50","8","60","567","567"
"2076","50","8","60","568","568"
"2077","50","8","60","550","550"
"2078","50","8","60","709","709"
"2080","50","8","60","538","538"
"2079","50","8","60","692","692"
"2081","50","8","60","493","493"
"2083","50","8","60","514","514"
"2082","50","8","60","896","896"
"2084","50","8","60","731","731"
"2085","50","8","60","537","537"
"2086","50","8","60","585","585"
"2087","50","8","60","734","734"
"2088","50","8","60","683","683"
"2089","50","8","60","553","553"
"2090","50","8","60","696","696"
"2091","50","8","60","537","537"
"2092","50","8","60","754","754"
"2093","50","8","60","549","549"
"2094","50","8","60","649","649"
"2096","50","8","60","556","556"
"2095","50","8","60","790","790"
"2097","50","8","60","461","461"
"2098","50","8","60","578","578"
"2099","50","8","60","1043","1043"
"2100","50","8","60","446","446"
"2101","50","8","60","786","786"
"2102","50","8","60","646","646"
"2103","50","8","60","649","649"
"2105","50","8","60","605","605"
"2104","50","8","60","712","712"
"2106","50","8","60","574","574"
"2108","50","8","60","586","586"
"2107","50","8","60","927","927"
"2109","50","8","60","510","510"
"2110","50","8","60","599","599"
"2111","50","8","60","740","740"
"2112","50","8","60","537","537"
"2113","50","8","60","497","497"
"2114","50","8","60","527","527"
"2115","50","8","60","439","439"
"2116","50","8","60","503","503"
"2117","50","8","60","693","693"
"2118","50","8","60","527","527"
"2119","50","8","60","601","601"
"2120","50","8","60","652","652"
"2121","50","8","60","561","561"
"2123","50","8","60","630","630"
"2122","50","8","60","754","754"
"2124","50","8","60","573","573"
"2125","50","8","60","596","596"
"2126","50","8","60","592","592"
"2127","50","8","60","533","533"
"2128","50","8","60","754","754"
"2130","50","8","60","575","575"
"2129","50","8","60","688","688"
"2131","50","8","60","484","484"
"2133","50","8","60","592","592"
"2132","50","8","60","706","706"
"2134","50","8","60","579","579"
"2135","50","8","60","614","614"
"2136","50","8","60","584","584"
"2137","50","8","60","492","492"
"2138","50","8","60","571","571"
"2140","50","8","60","648","648"
"2139","50","8","60","555","555"
"2141","50","8","60","670","670"
"2143","50","8","60","448","448"
"2142","50","8","60","949","949"
"2144","50","8","60","531","531"
"2145","50","8","60","509","509"
"2146","50","8","60","539","539"
"2147","50","8","60","546","546"
"2148","50","8","60","697","697"
"2150","50","8","60","520","520"
"2149","50","8","60","542","542"
"2151","50","8","60","618","618"
"2152","50","8","60","652","652"
"2154","50","8","60","492","492"
"2153","50","8","60","595","595"
"2156","50","8","60","552","552"
"2155","50","8","60","540","540"
"2157","50","8","60","563","563"
"2158","50","8","60","606","606"
"2159","50","8","60","669","669"
"2160","50","8","60","466","466"
"2161","50","8","60","517","517"
"2162","50","8","60","449","449"
"2163","50","8","60","608","608"
"2164","50","8","60","558","558"
"2165","50","8","60","589","589"
"2166","50","8","60","544","544"
"2167","50","8","60","513","513"
"2169","50","8","60","532","532"
"2168","50","8","60","628","628"
"2170","50","8","60","587","587"
"2171","50","8","60","678","678"
"2172","50","8","60","714","714"
"2174","50","8","60","633","633"
"2173","50","8","60","528","528"
"2175","50","8","60","641","641"
"2176","50","8","60","555","555"
"2177","50","8","60","388","388"
"2178","50","8","60","595","595"
"2179","50","8","60","777","777"
"2180","50","8","60","667","667"
"2181","50","8","60","605","605"
"2182","50","8","60","661","661"
"2183","50","8","60","1063","1063"
"2184","50","8","60","530","530"
"2185","50","8","60","533","533"
"2187","50","8","60","594","594"
"2186","50","8","60","606","606"
"2188","50","8","60","520","520"
"2189","50","8","60","465","465"
"2190","50","8","60","670","670"
"2191","50","8","60","678","678"
"2192","50","8","60","512","512"
"2193","50","8","60","442","442"
"2194","50","8","60","547","547"
"2195","50","8","60","607","607"
"2196","50","8","60","490","490"
"2197","50","8","60","600","600"
"2198","50","8","60","594","594"
"2200","50","8","60","434","434"
"2199","50","8","60","632","632"
"2201","50","8","60","582","582"
"2202","50","8","60","633","633"
"2203","50","8","60","613","613"
"2205","50","8","60","471","471"
"2204","50","8","60","697","697"
"2206","50","8","60","580","580"
"2207","50","8","60","475","475"
"2208","50","8","60","505","505"
"2209","50","8","60","654","654"
"2210","50","8","60","559","559"
"2211","50","8","60","538","538"
"2212","50","8","60","674","674"
"2214","50","8","60","557","557"
"2213","50","8","60","641","641"
"2215","50","8","60","545","545"
"2217","50","8","60","642","642"
"2216","50","8","60","553","553"
"2218","50","8","60","544","544"
"2219","50","8","60","588","588"
"2220","50","8","60","497","497"
"2221","50","8","60","538","538"
"2222","50","8","60","699","699"
"2223","50","8","60","554","554"
"2224","50","8","60","819","819"
"2225","50","8","60","675","675"
"2226","50","8","60","685","685"
"2228","50","8","60","529","529"
"2227","50","8","60","559","559"
"2229","50","8","60","513","513"
"2230","50","8","60","514","514"
"2231","50","8","60","640","640"
"2232","50","8","60","470","470"
"2233","50","8","60","512","512"
"2235","50","8","60","466","466"
"2236","50","8","60","452","452"
"2234","50","8","60","675","675"
"2237","50","8","60","539","539"
"2238","50","8","60","567","567"
"2239","50","8","60","536","536"
"2240","50","8","60","555","555"
"2241","50","8","60","612","612"
"2243","50","8","60","505","505"
"2242","50","8","60","564","564"
"2244","50","8","60","693","693"
"2245","50","8","60","624","624"
"2246","50","8","60","512","512"
"2248","50","8","60","475","475"
"2247","50","8","60","584","584"
"2249","50","8","60","543","543"
"2250","50","8","60","573","573"
"2251","50","8","60","527","527"
"2252","50","8","60","604","604"
"2253","50","8","60","558","558"
"2254","50","8","60","537","537"
"2255","50","8","60","668","668"
"2257","50","8","60","484","484"
"2256","50","8","60","713","713"
"2258","50","8","60","656","656"
"2259","50","8","60","699","699"
"2260","50","8","60","540","540"
"2262","50","8","60","443","443"
"2261","50","8","60","605","605"
"2263","50","8","60","542","542"
"2265","50","8","60","529","529"
"2264","50","8","60","505","505"
"2266","50","8","60","669","669"
"2267","50","8","60","610","610"
"2268","50","8","60","790","790"
"2269","50","8","60","608","608"
"2270","50","8","60","565","565"
"2272","50","8","60","629","629"
"2271","50","8","60","637","637"
"2273","50","8","60","706","706"
"2274","50","8","60","678","678"
"2275","50","8","60","636","636"
"2276","50","8","60","578","578"
"2277","50","8","60","567","567"
"2278","50","8","60","642","642"
"2279","50","8","60","495","495"
"2280","50","8","60","453","453"
"2281","50","8","60","601","601"
"2282","50","8","60","487","487"
"2283","50","8","60","738","738"
"2284","50","8","60","681","681"
"2285","50","8","60","629","629"
"2287","50","8","60","653","653"
"2286","50","8","60","590","590"
"2288","50","8","60","486","486"
"2289","50","8","60","778","778"
"2290","50","8","60","738","738"
"2292","50","8","60","521","521"
"2291","50","8","60","576","576"
"2293","50","8","60","733","733"
"2294","50","8","60","556","556"
"2295","50","8","60","606","606"
"2297","50","8","60","963","963"
"2296","50","8","60","570","570"
"2298","50","8","60","704","704"
"2299","50","8","60","696","696"
"2300","50","8","60","534","534"
"2301","50","8","60","547","547"
"2302","50","8","60","494","494"
"2304","50","8","60","552","552"
"2303","50","8","60","467","467"
"2305","50","8","60","566","566"
"2306","50","8","60","546","546"
"2307","50","8","60","678","678"
"2308","50","8","60","666","666"
"2309","50","8","60","509","509"
"2311","50","8","60","589","589"
"2310","50","8","60","765","765"
"2312","50","8","60","553","553"
"2314","50","8","60","473","473"
"2313","50","8","60","510","510"
"2315","50","8","60","624","624"
"2316","50","8","60","631","631"
"2317","50","8","60","657","657"
"2318","50","8","60","564","564"
"2319","50","8","60","597","597"
"2321","50","8","60","539","539"
"2320","50","8","60","537","537"
"2322","50","8","60","687","687"
"2323","50","8","60","672","672"
"2324","50","8","60","749","749"
"2325","50","8","60","497","497"
"2326","50","8","60","608","608"
"2328","50","8","60","738","738"
"2327","50","8","60","640","640"
"2329","50","8","60","577","577"
"2330","50","8","60","493","493"
"2331","50","8","60","539","539"
"2333","50","8","60","551","551"
"2332","50","8","60","486","486"
"2334","50","8","60","567","567"
"2335","50","8","60","640","640"
"2336","50","8","60","585","585"
"2337","50","8","60","712","712"
"2338","50","8","60","622","622"
"2340","50","8","60","555","555"
"2339","50","8","60","520","520"
"2341","50","8","60","560","560"
"2342","50","8","60","524","524"
"2343","50","8","60","560","560"
"2344","50","8","60","721","721"
"2345","50","8","60","586","586"
"2347","50","8","60","529","529"
"2346","50","8","60","581","581"
"2348","50","8","60","502","502"
"2349","50","8","60","464","464"
"2350","50","8","60","606","606"
"2352","50","8","60","655","655"
"2351","50","8","60","641","641"
"2353","50","8","60","537","537"
"2354","50","8","60","521","521"
"2355","50","8","60","559","559"
"2356","50","8","60","573","573"
"2357","50","8","60","674","674"
"2359","50","8","60","543","543"
"2358","50","8","60","687","687"
"2361","50","8","60","482","482"
"2360","50","8","60","511","511"
"2363","50","8","60","462","462"
"2362","50","8","60","626","626"
"2364","50","8","60","545","545"
"2365","50","8","60","498","498"
"2366","50","8","60","456","456"
"2368","50","8","60","535","535"
"2367","50","8","60","714","714"
"2369","50","8","60","558","558"
"2371","50","8","60","568","568"
"2370","50","8","60","736","736"
"2372","50","8","60","574","574"
"2373","50","8","60","592","592"
"2374","50","8","60","673","673"
"2375","50","8","60","453","453"
"2376","50","8","60","551","551"
"2377","50","8","60","544","544"
"2378","50","8","60","550","550"
"2379","50","8","60","451","451"
"2380","50","8","60","504","504"
"2381","50","8","60","635","635"
"2382","50","8","60","846","846"
"2383","50","8","60","582","582"
"2384","50","8","60","705","705"
"2385","50","8","60","563","563"
"2386","50","8","60","529","529"
"2387","50","8","60","554","554"
"2388","50","8","60","596","596"
"2390","50","8","60","417","417"
"2389","50","8","60","487","487"
"2391","50","8","60","594","594"
"2392","50","8","60","505","505"
"2393","50","8","60","496","496"
"2394","50","8","60","539","539"
"2395","50","8","60","702","702"
"2396","50","8","60","507","507"
"2397","50","8","60","726","726"
"2399","50","8","60","638","638"
"2398","50","8","60","686","686"
"2400","50","8","60","714","714"
"2401","50","8","60","815","815"
"2402","50","8","60","665","665"
"2403","50","8","60","643","643"
"2404","50","8","60","631","631"
"2405","50","8","60","537","537"
"2406","50","8","60","1159","1159"
"2407","50","8","60","605","605"
"2408","50","8","60","609","609"
"2409","50","8","60","562","562"
"2410","50","8","60","558","558"
"2411","50","8","60","617","617"
"2412","50","8","60","665","665"
"2414","50","8","60","571","571"
"2413","50","8","60","462","462"
"2415","50","8","60","520","520"
"2416","50","8","60","819","819"
"2417","50","8","60","816","816"
"2419","50","8","60","605","605"
"2418","50","8","60","624","624"
"2420","50","8","60","576","576"
"2421","50","8","60","610","610"
"2422","50","8","60","684","684"
"2424","50","8","60","500","500"
"2423","50","8","60","647","647"
"2425","50","8","60","721","721"
"2426","50","8","60","599","599"
"2427","50","8","60","550","550"
"2428","50","8","60","608","608"
"2429","50","8","60","675","675"
"2430","50","8","60","482","482"
"2431","50","8","60","456","456"
"2432","50","8","60","565","565"
"2433","50","8","60","599","599"
"2435","50","8","60","466","466"
"2434","50","8","60","712","712"
"2436","50","8","60","494","494"
"2437","50","8","60","491","491"
"2438","50","8","60","600","600"
"2440","50","8","60","660","660"
"2439","50","8","60","603","603"
"2441","50","8","60","553","553"
"2442","50","8","60","554","554"
"2443","50","8","60","639","639"
"2444","50","8","60","579","579"
"2445","50","8","60","647","647"
"2446","50","8","60","522","522"
"2447","50","8","60","581","581"
"2448","50","8","60","572","572"
"2450","50","8","60","426","426"
"2449","50","8","60","931","931"
"2452","50","8","60","521","521"
"2451","50","8","60","599","599"
"2453","50","8","60","491","491"
"2455","50","8","60","468","468"
"2456","50","8","60","539","539"
"2454","50","8","60","831","831"
"2457","50","8","60","622","622"
"2458","50","8","60","461","461"
"2459","50","8","60","577","577"
"2460","50","8","60","652","652"
"2461","50","8","60","678","678"
"2463","50","8","60","501","501"
"2462","50","8","60","753","753"
"2464","50","8","60","472","472"
"2465","50","8","60","676","676"
"2466","50","8","60","635","635"
"2468","50","8","60","768","768"
"2467","50","8","60","771","771"
"2469","50","8","60","725","725"
"2470","50","8","60","603","603"
"2471","50","8","60","496","496"
"2472","50","8","60","457","457"
"2473","50","8","60","686","686"
"2475","50","8","60","540","540"
"2474","50","8","60","556","556"
"2476","50","8","60","542","542"
"2477","50","8","60","466","466"
"2478","50","8","60","633","633"
"2479","50","8","60","663","663"
"2480","50","8","60","529","529"
"2482","50","8","60","632","632"
"2481","50","8","60","557","557"
"2483","50","8","60","613","613"
"2484","50","8","60","531","531"
"2485","50","8","60","641","641"
"2486","50","8","60","468","468"
"2487","50","8","60","712","712"
"2488","50","8","60","507","507"
"2490","50","8","60","522","522"
"2489","50","8","60","778","778"
"2492","50","8","60","521","521"
"2491","50","8","60","576","576"
"2493","50","8","60","483","483"
"2494","50","8","60","445","445"
"2495","50","8","60","606","606"
"2497","50","8","60","544","544"
"2496","50","8","60","696","696"
"2498","50","8","60","625","625"
"2499","50","8","60","659","659"
"2500","50","8","60","587","587"
"2502","50","8","60","567","567"
"2501","50","8","60","800","800"
"2503","50","8","60","634","634"
"2505","50","8","60","548","548"
"2504","50","8","60","852","852"
"2506","50","8","60","578","578"
"2507","50","8","60","580","580"
"2508","50","8","60","562","562"
"2509","50","8","60","586","586"
"2510","50","8","60","683","683"
"2511","50","8","60","569","569"
"2512","50","8","60","940","940"
"2514","50","8","60","624","624"
"2513","50","8","60","976","976"
"2515","50","8","60","575","575"
"2516","50","8","60","509","509"
"2517","50","8","60","585","585"
"2518","50","8","60","592","592"
"2519","50","8","60","706","706"
"2520","50","8","60","487","487"
"2521","50","8","60","504","504"
"2522","50","8","60","471","471"
"2523","50","8","60","653","653"
"2524","50","8","60","430","430"
"2525","50","8","60","635","635"
"2526","50","8","60","597","597"
"2527","50","8","60","591","591"
"2528","50","8","60","522","522"
"2529","50","8","60","744","744"
"2530","50","8","60","509","509"
"2531","50","8","60","700","700"
"2532","50","8","60","527","527"
"2533","50","8","60","693","693"
"2535","50","8","60","593","593"
"2534","50","8","60","676","676"
"2536","50","8","60","781","781"
"2537","50","8","60","625","625"
"2538","50","8","60","632","632"
"2540","50","8","60","512","512"
"2539","50","8","60","686","686"
"2541","50","8","60","577","577"
"2542","50","8","60","553","553"
"2544","50","8","60","526","526"
"2543","50","8","60","496","496"
"2545","50","8","60","557","557"
"2546","50","8","60","699","699"
"2548","50","8","60","503","503"
"2547","50","8","60","494","494"
"2549","50","8","60","524","524"
"2551","50","8","60","593","593"
"2550","50","8","60","823","823"
"2552","50","8","60","434","434"
"2554","50","8","60","426","426"
"2553","50","8","60","683","683"
"2555","50","8","60","480","480"
"2556","50","8","60","489","489"
"2557","50","8","60","580","580"
"2558","50","8","60","722","722"
"2559","50","8","60","737","737"
"2560","50","8","60","605","605"
"2561","50","8","60","573","573"
"2563","50","8","60","556","556"
"2562","50","8","60","580","580"
"2564","50","8","60","425","425"
"2566","50","8","60","433","433"
"2565","50","8","60","740","740"
"2567","50","8","60","608","608"
"2568","50","8","60","600","600"
"2569","50","8","60","660","660"
"2570","50","8","60","795","795"
"2571","50","8","60","610","610"
"2572","50","8","60","710","710"
"2573","50","8","60","694","694"
"2574","50","8","60","529","529"
"2575","50","8","60","787","787"
"2577","50","8","60","602","602"
"2576","50","8","60","510","510"
"2578","50","8","60","574","574"
"2579","50","8","60","589","589"
"2580","50","8","60","586","586"
"2581","50","8","60","550","550"
"2582","50","8","60","566","566"
"2584","50","8","60","515","515"
"2583","50","8","60","655","655"
"2585","50","8","60","640","640"
"2586","50","8","60","694","694"
"2587","50","8","60","533","533"
"2589","50","8","60","537","537"
"2588","50","8","60","720","720"
"2590","50","8","60","745","745"
"2591","50","8","60","592","592"
"2593","50","8","60","518","518"
"2592","50","8","60","875","875"
"2594","50","8","60","543","543"
"2595","50","8","60","708","708"
"2596","50","8","60","516","516"
"2597","50","8","60","820","820"
"2599","50","8","60","507","507"
"2598","50","8","60","828","828"
"2600","50","8","60","837","837"
"2601","50","8","60","579","579"
"2602","50","8","60","493","493"
"2604","50","8","60","553","553"
"2603","50","8","60","649","649"
"2606","50","8","60","493","493"
"2605","50","8","60","860","860"
"2607","50","8","60","542","542"
"2608","50","8","60","654","654"
"2609","50","8","60","488","488"
"2611","50","8","60","469","469"
"2610","50","8","60","685","685"
"2613","50","8","60","627","627"
"2612","50","8","60","693","693"
"2614","50","8","60","643","643"
"2616","50","8","60","649","649"
"2615","50","8","60","892","892"
"2617","50","8","60","664","664"
"2618","50","8","60","557","557"
"2619","50","8","60","470","470"
"2620","50","8","60","526","526"
"2621","50","8","60","393","393"
"2623","50","8","60","448","448"
"2622","50","8","60","694","694"
"2624","50","8","60","702","702"
"2626","50","8","60","572","572"
"2625","50","8","60","845","845"
"2627","50","8","60","537","537"
"2628","50","8","60","525","525"
"2629","50","8","60","690","690"
"2631","50","8","60","570","570"
"2630","50","8","60","627","627"
"2632","50","8","60","486","486"
"2633","50","8","60","565","565"
"2634","50","8","60","710","710"
"2635","50","8","60","561","561"
"2636","50","8","60","570","570"
"2637","50","8","60","532","532"
"2638","50","8","60","824","824"
"2639","50","8","60","540","540"
"2640","50","8","60","491","491"
"2641","50","8","60","481","481"
"2642","50","8","60","659","659"
"2644","50","8","60","596","596"
"2643","50","8","60","696","696"
"2645","50","8","60","675","675"
"2646","50","8","60","705","705"
"2647","50","8","60","634","634"
"2648","50","8","60","604","604"
"2649","50","8","60","661","661"
"2650","50","8","60","464","464"
"2651","50","8","60","691","691"
"2653","50","8","60","652","652"
"2652","50","8","60","628","628"
"2654","50","8","60","548","548"
"2656","50","8","60","463","463"
"2655","50","8","60","642","642"
"2657","50","8","60","553","553"
"2658","50","8","60","476","476"
"2659","50","8","60","509","509"
"2661","50","8","60","518","518"
"2660","50","8","60","582","582"
"2662","50","8","60","614","614"
"2663","50","8","60","701","701"
"2664","50","8","60","531","531"
"2665","50","8","60","841","841"
"2666","50","8","60","786","786"
"2668","50","8","60","574","574"
"2667","50","8","60","565","565"
"2669","50","8","60","489","489"
"2670","50","8","60","650","650"
"2671","50","8","60","576","576"
"2672","50","8","60","456","456"
"2673","50","8","60","648","648"
"2674","50","8","60","514","514"
"2675","50","8","60","485","485"
"2677","50","8","60","657","657"
"2676","50","8","60","662","662"
"2679","50","8","60","799","799"
"2678","50","8","60","759","759"
"2681","50","8","60","566","566"
"2680","50","8","60","705","705"
"2682","50","8","60","500","500"
"2683","50","8","60","549","549"
"2684","50","8","60","521","521"
"2685","50","8","60","533","533"
"2686","50","8","60","523","523"
"2688","50","8","60","519","519"
"2687","50","8","60","866","866"
"2689","50","8","60","585","585"
"2691","50","8","60","489","489"
"2690","50","8","60","487","487"
"2692","50","8","60","544","544"
"2693","50","8","60","473","473"
"2694","50","8","60","677","677"
"2695","50","8","60","667","667"
"2696","50","8","60","637","637"
"2697","50","8","60","893","893"
"2698","50","8","60","784","784"
"2699","50","8","60","561","561"
"2700","50","8","60","506","506"
"2702","50","8","60","567","567"
"2701","50","8","60","591","591"
"2703","50","8","60","643","643"
"2704","50","8","60","544","544"
"2705","50","8","60","484","484"
"2706","50","8","60","571","571"
"2707","50","8","60","646","646"
"2708","50","8","60","681","681"
"2709","50","8","60","768","768"
"2711","50","8","60","643","643"
"2710","50","8","60","749","749"
"2712","50","8","60","724","724"
"2713","50","8","60","605","605"
"2714","50","8","60","689","689"
"2715","50","8","60","585","585"
"2716","50","8","60","620","620"
"2717","50","8","60","618","618"
"2718","50","8","60","541","541"
"2719","50","8","60","552","552"
"2720","50","8","60","478","478"
"2721","50","8","60","613","613"
"2722","50","8","60","730","730"
"2724","50","8","60","473","473"
"2723","50","8","60","592","592"
"2725","50","8","60","525","525"
"2726","50","8","60","600","600"
"2727","50","8","60","654","654"
"2728","50","8","60","510","510"
"2729","50","8","60","811","811"
"2730","50","8","60","487","487"
"2731","50","8","60","621","621"
"2732","50","8","60","580","580"
"2733","50","8","60","611","611"
"2735","50","8","60","541","541"
"2734","50","8","60","593","593"
"2736","50","8","60","575","575"
"2737","50","8","60","541","541"
"2738","50","8","60","566","566"
"2740","50","8","60","529","529"
"2739","50","8","60","559","559"
"2741","50","8","60","530","530"
"2742","50","8","60","498","498"
"2743","50","8","60","666","666"
"2744","50","8","60","514","514"
"2745","50","8","60","548","548"
"2746","50","8","60","523","523"
"2747","50","8","60","545","545"
"2749","50","8","60","580","580"
"2748","50","8","60","613","613"
"2750","50","8","60","504","504"
"2752","50","8","60","580","580"
"2751","50","8","60","744","744"
"2753","50","8","60","821","821"
"2754","50","8","60","575","575"
"2755","50","8","60","555","555"
"2756","50","8","60","596","596"
"2757","50","8","60","615","615"
"2758","50","8","60","560","560"
"2759","50","8","60","862","862"
"2760","50","8","60","517","517"
"2761","50","8","60","497","497"
"2763","50","8","60","501","501"
"2762","50","8","60","570","570"
"2764","50","8","60","646","646"
"2765","50","8","60","505","505"
"2767","50","8","60","518","518"
"2766","50","8","60","623","623"
"2768","50","8","60","545","545"
"2769","50","8","60","697","697"
"2771","50","8","60","522","522"
"2770","50","8","60","578","578"
"2772","50","8","60","585","585"
"2773","50","8","60","530","530"
"2774","50","8","60","695","695"
"2775","50","8","60","653","653"
"2776","50","8","60","477","477"
"2777","50","8","60","476","476"
"2778","50","8","60","601","601"
"2779","50","8","60","535","535"
"2780","50","8","60","619","619"
"2782","50","8","60","457","457"
"2781","50","8","60","676","676"
"2783","50","8","60","521","521"
"2785","50","8","60","507","507"
"2784","50","8","60","909","909"
"2786","50","8","60","704","704"
"2787","50","8","60","532","532"
"2788","50","8","60","547","547"
"2790","50","8","60","616","616"
"2789","50","8","60","540","540"
"2792","50","8","60","540","540"
"2791","50","8","60","838","838"
"2793","50","8","60","455","455"
"2794","50","8","60","662","662"
"2795","50","8","60","594","594"
"2796","50","8","60","613","613"
"2797","50","8","60","582","582"
"2798","50","8","60","449","449"
"2800","50","8","60","638","638"
"2799","50","8","60","763","763"
"2801","50","8","60","603","603"
"2802","50","8","60","612","612"
"2803","50","8","60","453","453"
"2804","50","8","60","571","571"
"2805","50","8","60","655","655"
"2807","50","8","60","581","581"
"2806","50","8","60","511","511"
"2808","50","8","60","452","452"
"2809","50","8","60","490","490"
"2810","50","8","60","570","570"
"2811","50","8","60","442","442"
"2812","50","8","60","657","657"
"2813","50","8","60","504","504"
"2814","50","8","60","513","513"
"2815","50","8","60","760","760"
"2816","50","8","60","707","707"
"2817","50","8","60","489","489"
"2818","50","8","60","670","670"
"2820","50","8","60","403","403"
"2819","50","8","60","629","629"
"2821","50","8","60","557","557"
"2822","50","8","60","713","713"
"2823","50","8","60","736","736"
"2825","50","8","60","460","460"
